GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G11796,2019,The Ottawa Hospital - Civic campus,OTTAWA,Ontario,0,622111,General (except Paediatric) Hospitals,"Hôpitaux généraux, sauf les hôpitaux pédiatriques",The Ottawa Hospital,,14035.588,0.275,7.7,0.26,68.9,14112.188
G11797,2019,Ingleside Plant,INGLESIDE,Ontario,4441,311515,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing","Fabrication de beurre, de fromage et de produits laitiers secs et concentrés",Lactalis Canada,,22149,5.882,164.696,0.370008,98.05212,22411.74812
G11798,2019,TAQA NORTH CHINCHAGARIVER C-032-H/094-H-08,,British Columbia,17699,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Taqa North Ltd.,,9948.4892,112.5326,3150.9128,0.2786,73.829,13173.231
G11799,2019,TAQA LAPRISE B-40-E/94-H-5,,British Columbia,21786,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Taqa North Ltd.,,10981.2875,66.44968,1860.59104,0.30274,80.2261,12922.10464
G11800,2019,University of Waterloo-GHG,WATERLOO,Ontario,0,611310,Universities,Universités,University of Waterloo,,36634.5,0.714,19.992,0.67,177.55,36832.042
G11801,2019,Greenhill Produce (2),KENT BRIDGE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Greenhill Produce (Thamesville) Ltd.,,29149.27,0.57,15.96,0.56,148.4,29313.63
G11802,2019,Guelph,GUELPH,Ontario,4423,311515,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing","Fabrication de beurre, de fromage et de produits laitiers secs et concentrés",Gay Lea Foods Cooperative Ltd.,,10861.96,5.4,151.2,4.79,1269.35,12282.51
G11803,2019,Main Greenhouses,EXETER,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Suntastic Hothouse Inc.,Suntastich Hothouse,11025.24,1.02,28.56,0.77,204.05,11257.85
G11804,2019,Mine Éléonore,ROUYN-NORANDA,Quebec,8803,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,Goldcorp Canada Ltd,Goldcorp Canada Ltd.,25920,1.126,31.528,7.504,1988.56,28058.9242
G11808,2019,Ashbridges Bay Treatment Plant,TORONTO,Ontario,2240,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,City of Toronto,City of Toronto,14922,0.2906,8.1368,6.6728,1768.292,16698.4288
G11809,2019,Highland Creek Treatment Plant,TORONTO,Ontario,4435,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,City of Toronto,City of Toronto,18017,49.4109,1383.5052,17.6235,4670.2275,24070.7327
G11811,2019,Enwave Windsor Limited Parnership,WINDSOR,Ontario,10133,221330,Steam and Air-Conditioning Supply,Production de vapeur et conditionnement de l'air,Enwave Windsor Limited Partnership,,13211.45538,0.256344,7.177632,0.228426,60.53289,13279.16591
G11812,2019,PM - Stratford,Stratford,Ontario,3986,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,Fabrication de pièces de transmission et de groupe motopropulseur pour véhicules automobiles,Stackpole International,,17287.9,0.339,9.492,0.3009,79.7385,17377.1305
G11813,2019,GENPAK MISSISSAUGA,MISSISSAUGA,Ontario,7270,326140,Polystyrene Foam Product Manufacturing,Fabrication de produits en mousse de polystyrène,"Genpak, Division of Great Pacific Enterprises LP",,11265,1.04,29.12,3.87,1025.55,12319.67
G11814,2019,Alderson West Sour Gas Plant 06-02-016-15W4,,Alberta,16763,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Torxen Energy Ltd.,,11859.588,659.407,18463.396,0.197,52.205,30375.189
G11815,2019,Countess Sour Gas Plant 10-20-018-15W4,,Alberta,16760,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Torxen Energy Ltd.,,16644.275,274.342,7681.576,0.36,95.4,24421.251
G11816,2019,Countess Makepeace Comp Stn 03-18-022-17W4,CALGARY,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Torxen Energy Ltd.,,8623.297,127.373,3566.444,0.234,62.01,12251.751
G11819,2019,LET Saint-Flavien,SAINT-FLAVIEN,Quebec,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,MRC de Lotbinière,,2074.97,550.8398,15423.5144,0.0444,11.766,17510.2504
G11820,2019,Usine de PCC de Windsor,WINDSOR,Quebec,2461,327990,All Other Non-Metallic Mineral Product Manufacturing,Fabrication de tous les autres produits minéraux non métalliques,Mintech Canada Ltd.,,21248.85,4.407,123.396,0.77,204.05,21576.296
G11821,2019,"Innophos Canada, Inc.",LOWBANKS,Ontario,1054,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,"Innophos Canada, Inc.",,34756.514,0.459,12.852,0.4055,107.4575,34876.8235
G11822,2019,Physical Resources Service,OTTAWA,Ontario,0,611310,Universities,Universités,University of Ottawa,,19841.54,0.39659,11.10452,0.372307,98.661355,19951.30588
G11823,2019,Usine St-Laurent,SAINT-LAURENT,Quebec,1136,336410,Aerospace Product and Parts Manufacturing,Fabrication de produits aérospatiaux et de leurs pièces,Bombardier Inc.,,24298.59,1.053,29.484,0.481,127.465,24455.539
G11824,2019,Cambridge Manufacturing,CAMBRIDGE,Ontario,4511,311919,Other Snack Food Manufacturing,Fabrication d'autres aliments à grignoter,PepsiCo Canada ULC,Frito Lay Canada,22750.88762,0.444455,12.44474,0.394567,104.560255,22867.89262
G11825,2019,Calgary Plant,CALGARY,Alberta,6696,311990,All Other Food Manufacturing,Fabrication de tous les autres aliments,Canada Malting Co Ltd.,,29721.35,0.587,16.436,0.521,138.065,29875.851
G11826,2019,IKO Hawkesbury,HAWKESBURY,Ontario,10180,324122,Asphalt Shingle and Coating Material Manufacturing,Fabrication de bardeaux et de matériaux de revêtement en asphalte,IKO Industries Ltd.,,13126.138,0.373,10.444,0.224,59.36,13195.942
G11827,2019,IKO Madoc,MADOC,Ontario,10417,212398,All Other Non-Metallic Mineral Mining and Quarrying,Extraction de tous les autres minerais non métalliques,IKO Industries Ltd.,,22012.768,0.48,13.44,0.374,99.11,22125.318
G11828,2019,Complexe environnemental St-Michel,MONTRÉAL,Quebec,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Ville de Montréal,,7398.9,597.456,16728.768,4.9051,1299.8515,25427.5195
G11829,2019,Vaudreuil-Dorion site,VAUDREUIL-DORION,Quebec,8559,334410,Semiconductor and Other Electronic Component Manufacturing,Fabrication de semi-conducteurs et d'autres composants électroniques,Excelitas Canada Inc.,,20327,0,0,0,0,20327
G11830,2019,Pepsico Aliments Canada - Usine de Lauzon,LÉVIS,Quebec,6114,311919,Other Snack Food Manufacturing,Fabrication d'autres aliments à grignoter,PepsiCo Canada ULC,Frito Lay Canada,11153,0.22,6.16,0.196,51.94,11211.1
G11831,2019,Montreal Wallboard/Finishing Plant,SAINTE-CATHERINE,Quebec,5437,327420,Gypsum Product Manufacturing,Fabrication de produits en gypse,"CertainTeed Canada, Inc.",CertainTeed Gypsum,34,0.67,18.76,0.6,159,211.76
G11832,2019,Lieu d'enfouissement technique de Saint-Côme-Linière,SAINT-CÔME-LINIÈRE,Quebec,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Régie Intermunicipale du comté de Beauce-Sud,,3122.4,1292.01,36176.28,0.065,17.225,39315.905
G11833,2019,Usine St-Leonard,SAINT-LÉONARD,Quebec,5479,311515,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing","Fabrication de beurre, de fromage et de produits laitiers secs et concentrés",Saputo Produits Laitiers Canada s.e.n.c.,,12436.543,0.2456,6.8768,0.2242,59.413,12502.8328
G11834,2019,1329606 Ontario Limited,LEAMINGTON,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,1329606 Ontario Limited,,14959.835,0.369,10.332,0.2744,72.716,15042.883
G11835,2019,Klassen Greenhouse Farms,COTTAM,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Klassen Greenhouse Farms Inc.,,11067.987,0.216,6.048,0.203,53.795,11127.83
G11836,2019,Mucci Farms Ltd.,KINGSVILLE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Mucci Farms Ltd,,29024.122,0.965,27.02,0.542,143.63,29194.772
G11837,2019,Pomas Farms Inc.,STAPLES,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Pomas Farms Inc,,26606.271,1.435,40.18,0.513,135.945,26782.396
G11838,2019,Sun Gro Farms Inc.,KINGSVILLE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Sun Gro Farms Inc.,,13079.3,0.264,7.392,0.24,63.6,13150.292
G11839,2019,Agriville Farms Ltd,KINGSVILLE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Agriville Farms Ltd,,25622.12,3.035,84.98,2.021,535.565,26242.665
G11840,2019,Southshore Greenhouses Inc.,KINGSVILLE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Southshore Greenhouses Inc.,,17470.34,0.384,10.752,0.322,85.33,17566.422
G11841,2019,Zochem,BRAMPTON,Ontario,7095,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,Zochem ULC,,10626.637,0.202,5.656,0.1804,47.806,10680.099
G11842,2019,Minto Mine,PELLY CROSSING,Yukon,20189,212299,All Other Metal Ore Mining,Extraction de tous les autres minerais métalliques,Minto Explorations Limited,,3519.3,0.1366,3.8248,0.164,43.46,3566.5848
G11843,2019,Nature Fresh Plant 1,LEAMINGTON,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Nature Fresh Farms,,12824.54,10.425,291.9,7.3313,1942.7945,15059.2345
G11844,2019,Nature Fresh Plant 2,LEAMINGTON,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Nature Fresh Farms,,18865.99,0.403,11.284,0.346,91.69,18968.964
G11845,2019,Kapital Produce Ltd,RUTHVEN,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Kapital Produce Ltd,,19847.27,3.035,84.98,0.448,118.72,20050.97
G11846,2019,Platinum Produce,BLENHEIM,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Platinum Produce Company,,24410.316,0.488,13.664,0.458,121.37,24545.35
G11847,2019,J.C. Fresh Farms Ltd.,KINGSVILLE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,J C Fresh Farms Ltd,,11393.16,0.243,6.804,0.2094,55.491,11455.455
G11848,2019,IKO Calgary,CALGARY,Alberta,6799,324122,Asphalt Shingle and Coating Material Manufacturing,Fabrication de bardeaux et de matériaux de revêtement en asphalte,IKO Industries Ltd.,,9531.864,0.26,7.28,0.17,45.05,9584.194
G11849,2019,Great Lakes Greenhouses Inc.,LEAMINGTON,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Great Lakes Greenhouses Inc.,,32880,2.342,65.576,0.685,181.525,33127.101
G11850,2019,Arriva 02-25 Gas Plant,ROCKY MOUNTAIN HOUSE,Alberta,21222,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Petrus Resources Ltd.,,23259.7141,167.1786,4681.0008,4.9774,1319.011,29259.7259
G11851,2019,Sunrite Greenhouses Ltd,KINGSVILLE,Ontario,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Sunrite Greenhouses Ltd.,,17215.512,0.84,23.52,0.336,89.04,17328.072
G11854,2019,Toronto Board Plant,MISSISSAUGA,Ontario,10103,327420,Gypsum Product Manufacturing,Fabrication de produits en gypse,"CertainTeed Canada, Inc.",CertainTeed Gypsum,30822.3,1.744,48.832,0.5287,140.1055,31011.2375
G11855,2019,Levesque Plywood Ltd.,HEARST,Ontario,10593,321211,Hardwood Veneer and Plywood Mills,Usines de placages et de contreplaqués de feuillus,Columbia Forest Products Ltd.,,16315,0.321,8.988,0.287,76.055,16400.043
G11858,2019,Torrington 08-28-032-26W4,RED DEER,Alberta,21031,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Ember Resources Inc.,,12006.94,33.299629,932.389612,0.312184,82.72876,13022.05837
G11859,2019,16-07-29-26-W4M Acme,,Alberta,29012,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,10648.677,35.106432,982.980096,0.329123,87.217595,11718.87469
G11860,2019,NEVIS 12-07-041-22-W4,MIRROR,Alberta,15369,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Ember Resources Inc.,,15083.56,42.647744,1194.136832,0.399823,105.953095,16383.64993
G11873,2019,Twining Gas Battery and Comp Stn 12-10,,Alberta,23549,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Ember Resources Inc.,,13901.212,60.0544,1681.5232,0.56301,149.19765,15731.93285
G11876,2019,Chaplin,CHAPLIN,Saskatchewan,0,212393,Salt Mining,Extraction de sel,Saskatchewan Mining and Minerals,,17737.61,0.336,9.408,0.2983,79.0495,17826.0675
G11877,2019,Prairie Malt Limited,BIGGAR,Saskatchewan,19257,311214,Rice Milling and Malt Manufacturing,Usinage du riz et malterie,Prairie Malt ULC,,29435.27516,1.1823,33.1044,0.5782,153.223,29621.60256
G11878,2019,Max Aicher (North America) Limited,HAMILTON,Ontario,31751,331221,Cold-Rolled Steel Shape Manufacturing,Fabrication de formes en acier laminé à froid,Max Aicher (North America) Limited,,20126,0.392,10.976,0.348,92.22,20229.196
G11879,2019,City of Moose Jaw (Landfill),MOOSE JAW,Saskatchewan,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Moose Jaw,City of Moose Jaw,111.1548,1564.9478,43818.5384,0.0021,0.5565,43930.2497
G11880,2019,West Yellowhead Regional Landfill,HINTON,Alberta,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Town of Hinton,,2980.16,862.7303,24156.4484,0.0037,0.9805,27137.5889
G11881,2019,WDMLR Landfill,FERINTOSH,Alberta,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Camrose County,,5615.83,1615.9873,45247.6444,0.0322,8.533,50872.0074
G11882,2019,Brock University,ST. CATHARINES,Ontario,11472,611310,Universities,Universités,Brock University,,22965.02,0.436,12.208,0.412,109.18,23086.408
G11884,2019,Meota West 06-24-046-18W3M,MEOTA,Saskatchewan,30688,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Serafina Energy Ltd.,,177602.5988,544.4009,15243.2252,4.5361,1202.0665,194047.8905
G11885,2019,Alliance Pipeline Ltd. - BC Pipeline System,CALGARY,British Columbia,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Alliance Pipeline Ltd. Partnership,Alliance Pipeline,23776.44484,208.884382,5848.762696,0.598803,158.682795,29783.89033
G11886,2019,LONDON,LONDON,Ontario,3198,322220,Paper Bag and Coated and Treated Paper Manufacturing,Fabrication de sacs en papier et de papier couché et traité,3M Canada Company,3M Canada Company,10258.82,0.195,5.46,0.174,46.11,10310.39
G11887,2019,Coleville Compressor Station,COLEVILLE,Saskatchewan,6673,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Steel Reef Infrastructure Corp.,,10685.3127,240.7323,6740.5044,0.2697,71.4705,17497.2876
G11888,2019,Cargill Limited - Camrose Oilseed Processing,CAMROSE,Alberta,29203,311224,Oilseed Processing,Transformation des graines oléagineuses,Cargill Limited,,65216.69144,8.18466,229.17048,1.97333,522.93245,65968.79437
G11889,2019,Whiteside 04-07-030-26W3 (101/04-12) SWB,KERROBERT,Saskatchewan,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,255.832,905.46,25352.88,0.006,1.59,25610.302
G11893,2019,Wapiti 13-05-067-08W6 BTY,GREENVIEW,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,16694.122,162.696,4555.488,0.383,101.495,21351.105
G11894,2019,Copper Mountain Mine,PRINCETON,British Columbia,30798,212233,Copper-Zinc Ore Mining,Extraction de minerais de cuivre-zinc,Copper Mountain Mine (BC) Ltd.,,103035.507,4.971,139.188,0.827,219.155,103393.85
G11895,2019,Société de Cogénération de St-Félicien,ST-FÉLICIEN,Quebec,8603,221119,Other Electric Power Generation,Autres activités de production d'électricité,Société de Cogénération de St-Félicien,,342.8819,71.2214,1994.1992,9.62179,2549.77435,4886.85545
G11896,2019,Pioneer 2 Liquids Extraction Plant,FORT MCMURRAY,Alberta,29349,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Inter Pipeline Offgas Ltd,,9052.245,47.894,1341.032,0.03,7.95,10401.227
G11897,2019,BONAVISTA STRACHAN 05-34-037-08W5,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bonavista Energy Corporation,Bonavista Energy Corporation,23009.3736,225.8826,6324.7128,2.6221,694.8565,30028.9429
G11898,2019,The Black Velvet Distilling Company,LETHBRIDGE,Alberta,1864,312140,Distilleries,Distilleries,Heaven Hill Distilling Canada Inc.,The Black Velvet Distilling Company,20986.6868,0.3996,11.1888,0.3595,95.2675,21093.1431
G11899,2019,07-25-77-12-W6M,POUCE COUPE,Alberta,21061,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Birchcliff Energy Ltd.,,7788.0549,100.274423,2807.683844,0.772792,204.78988,10800.52862
G11900,2019,07-29-78-11-W6M,GORDONDALE,Alberta,28167,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Birchcliff Energy Ltd.,,19499.0887,151.605429,4244.952012,1.299713,344.423945,24088.46466
G11902,2019,Electric Utility - Generation - Remote Site,REDCLIFF,Alberta,30561,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,City of Medicine Hat,City of Medicine Hat,164401.68,46.272,1295.616,4.23,1120.95,166818.246
G11904,2019,Fir 01-32,CALGARY,Alberta,27902,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),XTO Energy Canada ULC,,8584.223,55.0229,1540.6412,1.5518,411.227,10536.0912
G11905,2019,North Central Liquids Hub (NCLH) 05-27-079-17W6,DAWSON CREEK,British Columbia,30594,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,9739.4347,280.2722,7847.6216,0.1913,50.6945,17637.7508
G11907,2019,Saturn Comp Stn 09-27,DAWSON CREEK,British Columbia,24083,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,13526.2135,89.1664,2496.6592,0.3883,102.8995,16125.7722
G11908,2019,Sunrise Gas Plant 04-26-078-17W6,DAWSON CREEK,British Columbia,29802,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,12345.1087,88.363,2474.164,0.1751,46.4015,14865.6742
G11909,2019,Usine St-Hyacinthe,SAINT-HYACINTHE,Quebec,5478,311515,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing","Fabrication de beurre, de fromage et de produits laitiers secs et concentrés",Saputo Produits Laitiers Canada s.e.n.c.,,11363.55,0.218,6.104,0.208,55.12,11424.774
G11910,2019,Big Marble Farms,CYPRESS COUNTY,Alberta,34792,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Big Marble Farms Inc.,,13656,0,0,0,0,13656
G11912,2019,West Beg c-34-C/94-G-1,FORT ST JOHN,British Columbia,23157,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PETRONAS Energy Canada Ltd.,PETRONAS Energy Canada Ltd.,10637.9066,13.9152,389.6256,0.258,68.37,11095.9022
G11913,2019,BUNGE CANADA - WAINWRIGHT PLANT,WAINWRIGHT,Alberta,169,311990,All Other Food Manufacturing,Fabrication de tous les autres aliments,Bunge Canada,Bunge Canada,7927.89,0.185,5.18,0.1371,36.3315,7969.4015
G11914,2019,Kaybob 05-33 Gas Battery,FOX CREEK,Alberta,29794,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Shell Canada Limited-1,,27132.0813,284.7271,7972.3588,2.7857,738.2105,35842.6506
G11915,2019,07-14-049-01W5 Gas Plant,THORSBY,Alberta,24106,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Petrus Resources Ltd.,,9668.5137,66.5711,1863.9908,1.9181,508.2965,12040.801
G11916,2019,Thorhild,EDMONTON,Alberta,29499,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Waste Management of Canada Corporation,Waste Management of Canada Corporation,0,888.877,24888.556,0,0,24888.556
G11917,2019,Hinton Wood Products - A Division of West Fraser Mills Ltd.,HINTON,Alberta,6617,321111,Sawmills (except Shingle and Shake Mills),"Scieries, sauf les usines de bardeaux et de bardeaux de fente",West Fraser Mills Ltd.,West Fraser,9364,3.551,99.428,3.3443,886.2395,10349.6675
G11918,2019,Alberta Children's Hospital,CALGARY,Alberta,0,622112,Paediatric Hospitals,Hôpitaux pédiatriques,Alberta  Health Services,,10918.16,0.21,5.88,0.653,173.045,11097.085
G11919,2019,Barrier Hydro Plant,SEEBE,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,8.734019,0.000531,0.014868,0.000138,0.03657,8.785457
G11921,2019,Bearspaw Hydro Plant,CALGARY,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,11.42141,0.000695,0.01946,0.00018,0.0477,11.48857
G11922,2019,Bighorn Hydro Plant,CLEARWATER,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,46.339388,0.002096,0.058688,0.001604,0.42506,46.823136
G11924,2019,Brazeau Hydro Plant,DRAYTON VALLEY,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,91.236413,0.005475,0.1533,0.001474,0.39061,91.780323
G11925,2019,Cascade Hydro Plant,BANFF,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,17.321227,0.0011,0.0308,0.000202,0.05353,17.405557
G11926,2019,Ghost Hydro Plant,COCHRANE,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,47.619353,0.005549,0.155372,0.000889,0.235585,48.01031
G11927,2019,Horseshoe Hydro Plant,SEEBE,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,9.405867,0.000572,0.016016,0.000149,0.039485,9.461368
G11928,2019,Interlakes Hydro Plant,KANANASKIS,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,3.359238,0.000205,0.00574,0.000053,0.014045,3.379023
G11929,2019,Kananaskis Hydro Plant,SEEBE,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,44.336499,0.008921,0.249788,0.00103,0.27295,44.859237
G11930,2019,Pocaterra Hydro Plant,KANANASKIS,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,22.2196,0.000805,0.02254,0.001025,0.271625,22.513765
G11931,2019,Rundle Hydro Plant,CANMORE,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,28.822129,0.001659,0.046452,0.000308,0.08162,28.950201
G11932,2019,Spray Hydro Plant,CANMORE,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Corporation,,60.334256,0.003522,0.098616,0.00109,0.28885,60.721722
G11933,2019,Castle Wind Farm,PINCHER CREEK,Alberta,0,221119,Other Electric Power Generation,Autres activités de production d'électricité,TransAlta Renewables Inc.,,12.492427,0.000497,0.013916,0.000712,0.18868,12.695023
G11934,2019,Cowley Wind Farm,PINCHER CREEK,Alberta,0,221119,Other Electric Power Generation,Autres activités de production d'électricité,TransAlta Renewables Inc.,,6.31376,0.000251,0.007028,0.000361,0.095665,6.416453
G11935,2019,Fort MacLeod Power Plant 05-30,FORT MACLEOD,Alberta,17187,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Signalta Resources Ltd.,,3725.9,0.918702,25.723656,0.09187,24.34555,3775.969206
G11936,2019,Sinnott Wind Farm,PINCHER CREEK,Alberta,0,221119,Other Electric Power Generation,Autres activités de production d'électricité,TransAlta Renewables Inc.,,2.051972,0.000082,0.002296,0.000117,0.031005,2.085273
G11937,2019,Summerview 1 Wind Farm,PINCHER CREEK,Alberta,0,221119,Other Electric Power Generation,Autres activités de production d'électricité,TransAlta Renewables Inc.,,22.194813,0.000882,0.024696,0.001266,0.33549,54.538499
G11938,2019,Taylor Hydro Plant,MAGRATH,Alberta,0,221111,Hydro-Electric Power Generation,Production d'hydroélectricité,TransAlta Renewables Inc.,,14.819113,0.000615,0.01722,0.00066,0.1749,15.011233
G11939,2019,Centre Hospitalier de l'Université de Montréal,MONTRÉAL,Quebec,30909,622111,General (except Paediatric) Hospitals,"Hôpitaux généraux, sauf les hôpitaux pédiatriques",Centre hospitalier de l'Université de Montréal,,25194.17855,0.49624,13.89472,0.4691,124.3115,25332.38477
G11940,2019,Magrath Wind Power Project,LETHBRIDGE,Alberta,0,221119,Other Electric Power Generation,Autres activités de production d'électricité,Suncor Energy Inc.,Suncor Energy,13.8225,0.004349,0.121772,0.001064,0.28196,14.226232
G11941,2019,Duvernay Kaybob Complex,M.D. OF GREENVIEW,Alberta,29889,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Pembina Pipeline Corporation,,15438.74,49.2344,1378.5632,0.3432,90.948,16908.2512
G11942,2019,WASKAHIGAN MGS 10-29-062-23W5,WASKAHIGAN,Alberta,29956,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Pembina Pipeline Corporation,,21472.9909,153.6716,4302.8048,1.4218,376.777,26152.5727
G11943,2019,Oungre Oil MWB 15-31,,Saskatchewan,30405,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Crescent Point Energy Corp.,,5697.809,214.437,6004.236,0.13,34.45,11736.495
