GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G11944,2019,Virginia Hills Oil MWB 04-12,CALGARY,Alberta,28817,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Crescent Point Energy Corp.,,16172.198,152.747,4276.916,0.385,102.025,20551.139
G11945,2019,Bromhead Oil MWB 05-31,,Saskatchewan,30401,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Crescent Point Energy Corp.,,27162.174,220.599,6176.772,0.059,15.635,33354.581
G11948,2019,Rush Lake 2 Thermal Plant 16-03-048-21W3,LLOYDMINSTER,Saskatchewan,31859,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,196536.7284,176.72596,4948.32688,1.14769,304.13785,201789.1932
G11949,2019,Brampton Civic Hospital,BRAMPTON,Ontario,0,622111,General (except Paediatric) Hospitals,"Hôpitaux généraux, sauf les hôpitaux pédiatriques",William Osler Health System,,11459.5012,0.2238,6.2664,0.2101,55.6765,11521.4441
G11950,2019,TERMINAL DE MONTREAL-EST,MONTRÉAL-EST,Quebec,6161,412110,Petroleum Product Wholesaler-Distributors,Grossistes-distributeurs de produits pétroliers,Valero Energy Inc.,Valero Energy Inc,12706.49,29.0123,812.3444,0.152,40.28,13559.1144
G11951,2019,Red Lake Gold Mines,BALMERTOWN,Ontario,2710,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,Goldcorp Canada Limited - Red Lake Gold Mines,,30826.882,3.129,87.612,0.979,259.435,31173.929
G11952,2019,LET RAGUENEAU,RAGUENEAU,Quebec,32526,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,RGMRM,,430.5,616.82135,17270.9978,0.1174,31.111,17732.6088
G11954,2019,HUSSAR GAS STOR 07-07-025-20W4,HUSSAR,Alberta,28604,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,6879.82216,372.786,10438.008,1.74156,461.5134,17779.34356
G11955,2019,Iqaluit,IQALUIT,Nunavut,17367,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Qulliq Energy Corporation,,39571,1.963,54.964,5.9,1563.5,41189.464
G11956,2019,MASTERLOY PRODUCTS Company,OTTAWA,Ontario,4593,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,Masterloy Products Co.,,131.0997,0.0032,0.0896,0.0061,1.6165,132.8058
G11957,2019,Rankin Inlet,RANKIN INLET,Nunavut,17366,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Qulliq Energy Corporation,,13930.07,0.691,19.348,2.078,550.67,14500.088
G11958,2019,Rmp Waskahigan 12-07-064-23w5,LITTLE SMOKY,Alberta,26320,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tangle Creek Energy Ltd.,,16830.681,350.565,9815.82,0.4021,106.5565,26753.0575
G11959,2019,02-26 Gas Plant,NITON JUNCTION,Alberta,17343,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tangle Creek Energy Ltd.,,12746.82,254.641,7129.948,3.781,1001.965,20878.733
G11960,2019,JW Oliver Waste Water Plant,Prince Albert,Saskatchewan,6796,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,City of Prince Albert,,625.59,0,0,0.69,182.85,808.44
G11961,2019,Willesden Green 14-05,BRAZEAU NO. 77,Alberta,27910,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Westbrick Energy Ltd.,,9296.547,206.9509,5794.6252,0.24513,64.95945,15156.13165
G11964,2019,Townsend Comp Stn C-041-F,FORT ST. JOHN,British Columbia,29666,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),AltaGas Ltd.,,44127.652,120.152,3364.256,0.727,192.655,47684.563
G11968,2019,CELTIC BT 10-17-052-23W3,RICHMOND,British Columbia,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,525.26945,550.37192,15410.41376,0.00608,1.6112,15937.29441
G11969,2019,HARVEST GREENSTREET A13-2 BT 13-02-052-27W3,BRITANNIA,Saskatchewan,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,573.08629,551.30357,15436.49996,0.05533,14.66245,16024.2487
G11973,2019,TANGLEFLAGS SWB 02-30-050-25W3,BRITANNIA,Saskatchewan,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,194.86097,575.08348,16102.33744,0.0151,4.0015,16301.19991
G11974,2019,WESTHAZEL MWB 01-36-051-23W3,FRENCHMAN BUTTE,Saskatchewan,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,929.132,410.78262,11501.91336,0.03413,9.04445,12440.08981
G11976,2019,PRAXAIR CANADA INC. PAT CARBON DIOXIDE PRODUCTION PLANT,MONTRÉAL,Quebec,11309,325120,Industrial Gas Manufacturing,Fabrication de gaz industriels,Praxair Canada Inc.,,30020.13,31.73,888.44,0,0,30908.57
G11978,2019,Fort Saskatchewan CO2 Plant,FORT SASKATCHEWAN,Alberta,30671,325120,Industrial Gas Manufacturing,Fabrication de gaz industriels,Praxair Canada Inc.,,10387.97,4.031,112.868,0.019,5.035,10505.873
G11979,2019,Highvale Sour Gas Plant 10-04,,Alberta,16869,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,New Star Energy Ltd.,,16591.05267,87.1004,2438.8112,1.9089,505.8585,19535.72237
G11981,2019,UNITY PLANT,UNITY,Saskatchewan,2152,212393,Salt Mining,Extraction de sel,Compass Minerals Canada Corporation,,25247.477,0.4866,13.6248,0.42056,111.4484,25372.5502
G11982,2019,BlackGold SAGD Sec14-76-07W4,WOOD BUFFALO,Alberta,30830,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,HARVEST OPERATIONS CORP.,HARVEST OPERATIONS CORP.,207657.128,36.2041,1013.7148,1.2072,319.908,208990.7508
G11985,2019,Penhold Central Battery 15-29,PENHOLD C,Alberta,21802,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Lynx Energy ULC,,6270.0415,178.026,4984.728,0.6401,169.6265,11424.396
G11987,2019,Usine LSR - Train #2,MONTRÉAL,Quebec,0,488990,Other Support Activities for Transportation,Autres activités de soutien au transport,"Gaz Métro GNL, s.e.c.",GMGNL,4538.9,292.897,8201.116,0.057,15.105,12755.121
G11988,2019,Wargen Comp Stn D-056-C,,British Columbia,16426,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,14984.389,106.902,2993.256,0.243,64.395,18042.04
G11989,2019,ArcelorMittal Contrecoeur Est,CONTRECOEUR,Quebec,3649,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,ArcelorMittal Produits Longs Canada s.e.n.c,ArcelorMittal Long Products Canada s.e.n.c,900433.43,2.5952,72.6656,3.101645,821.935925,901328.0315
G11990,2019,Varennes Plant,VARENNES,Quebec,0,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Greenfield Global Quebec Inc.,,60069.83,1.1729,32.8412,1.04057,275.75105,60378.42225
G11992,2019,BITUMAR,MONTRÉAL,Quebec,6282,339990,All Other Miscellaneous Manufacturing,Toutes les autres activités diverses de fabrication,Bitumar Inc.,,9850,4.028,112.784,0.114,30.21,9992.994
G11993,2019,NAT-1 Ralston,SUFFIELD,Alberta,0,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,NAT-1 GP Inc.,,41526.1557,10.9201,305.7628,1.09,288.85,42120.7685
G11995,2019,Patterson Creek Gas Plant 11-21,GREENVIEW N16,Alberta,30686,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),SemCams Midstream ULC,SemCams Midstream,42900.797,421.166,11792.648,11.2696,2986.444,57679.889
G11996,2019,SemCAMS Gold Creek 11-02,GREENVIEW NO. 16,Alberta,29810,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),SemCams Midstream ULC,SemCams Midstream,32719.1959,306.3044,8576.5232,13.5198,3582.747,44878.4661
G11997,2019,Elmworth 2-23 Bty,GREENVIEW NO. 16,Alberta,29892,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),SemCams Midstream ULC,SemCams Midstream,12593.3634,142.0272,3976.7616,0.7597,201.3205,16771.4455
G11998,2019,Usine de Valleyfield,VALLEYFIELD,Quebec,721,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,Macco Organiques Inc.,,10185.58,0.20173,5.64844,0.172021,45.585565,10236.81401
G11999,2019,Calgary Composting Facility,CALGARY,Alberta,30786,562920,Material Recovery Facilities,Installations de récupération de matériaux,City of Calgary,City of Calgary,879.74,591.728213,16568.38996,44.50844,11794.7366,29242.86656
G12000,2019,7G 14-18-064-05W6,KAKWA,Alberta,30695,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Seven Generations Energy Ltd.,,39242.5,224.5,6286,9.1,2411.5,47940
G12001,2019,7G 05-01-064-06W6,KAKWA,Alberta,30692,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Seven Generations Energy Ltd.,,44231.1,309.7,8671.6,12.4,3286,56188.7
G12003,2019,Bigoray 15-07 Compressor,DRAYTON VALLEY,Alberta,17165,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Keyera Corp,Keyera Corp,9610.916,97.312,2724.736,0.255,67.575,12403.227
G12009,2019,NATT Tools Group Inc.,HAMILTON,Ontario,7134,331221,Cold-Rolled Steel Shape Manufacturing,Fabrication de formes en acier laminé à froid,NATT Tools Group Inc.,,9062.303138,0.168687,4.723236,0.150451,39.869515,9106.895889
G12010,2019,Touquoy Mine,MIDDLE MUSQUODOBOIT,Nova Scotia,30745,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,St Barbara Limited,,13473.19399,1.2967,36.3076,0.1855,49.1575,13558.65909
G12011,2019,Willesden Green Comp Stn 05-03,CALGARY,Alberta,29618,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bellatrix Exploration Ltd,,10829.005,40.64,1137.92,0.142,37.63,12004.555
G12014,2019,Countess Deep Comp Stn 16-14-020-16W4,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Torxen Energy Ltd.,,8454.078,131.291,3676.148,0.195,51.675,12181.901
G12015,2019,Ante Creek Oil Battery 10-07,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),ARC Resources,ARC,12818.888,59.948,1678.544,0.183,48.495,14545.927
G12016,2019,Pembalta IV Sour Gas Plant 09-16,,Alberta,16906,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),ARC Resources,ARC,7704.38,89.831,2515.268,0.323,85.595,10305.243
G12018,2019,Cessford Sweet Gas Plant 02-08-024-12W4,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,20630.468,236.044,6609.232,0.537,142.305,27382.005
G12020,2019,Wintering Hills West Sweet Gas Plant 06-17-025-20W4,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Torxen Energy Ltd.,,14266.757,124.525,3486.7,0.35,92.75,17846.207
G12022,2019,Rosa Flora Growers Limited,Dunnville,Ontario,0,111422,Floriculture Production,Floriculture,Rosa Flora Growers Limited,,23905,6.23,174.44,0.62,164.3,24243.74
G12023,2019,Carson Creek 15MW,WHITECOURT,Alberta,30822,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Genalta GP II Ltd.,,62435,3.8972,109.1216,1.364,361.46,62905.5816
G12024,2019,Judy Creek 15MW,WHITECOURT,Alberta,30821,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Genalta GP II Ltd.,,46606,3.129,87.612,1.0952,290.228,46983.84
G12026,2019,Brintnell South Power Generation Plant 13-01-081-23W4,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,14697.1194,157.4801,4409.4428,1.5663,415.0695,19521.6317
G12028,2019,Suffield Koomati River Booster 12-24,,Alberta,21454,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),IPC Canada Ltd.,,11002.392,111.16,3112.48,0.293,77.645,14192.517
G12031,2019,Consumer Foods - Winnipeg,WINNIPEG,Manitoba,5269,311614,Rendering and Meat Processing from Carcasses,Fonte des graisses animales et transformation de la viande provenant de carcasses,Maple Leaf Foods Inc.,,11437.803,0.2343,6.5604,0.308,81.62,11525.9834
G12034,2019,Heavysound 1509,GREENVIEW NO. 16,Alberta,29237,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Outlier Resources Ltd.,,10567.2454,45.9486,1286.5608,0.282,74.73,11928.5362
G12035,2019,Centrale de La Romaine,LA ROMAINE,Quebec,6146,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Hydro-Québec,Hydro-Québec,10259,0.68,19.04,0.117,31.005,10309.045
G12036,2019,7G 01-13-063-05W6,KAKWA,Alberta,18782,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Seven Generations Energy Ltd.,,10994.2,121.3,3396.4,1,265,14655.6
G12037,2019,Usine Mirabel,MIRABEL,Quebec,6216,336410,Aerospace Product and Parts Manufacturing,Fabrication de produits aérospatiaux et de leurs pièces,C Series Aircraft Limited Partnership,,13161,0.29,8.12,0.26,68.9,13238.02
G12039,2019,Centre d'épuration Rive-Sud (CERS),Longueuil,Quebec,5528,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,Ville de Longueuil,,472.9,13.35724,374.00272,32.21938,8538.1357,9385.03842
G12041,2019,TORC Pinto Oil MWB 06-03-002-04W2,,Saskatchewan,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),TORC Oil & Gas Ltd.,,9557.043,45.167,1264.676,0.025,6.625,10828.344
G12042,2019,City of Prince Albert Landfill,PRINCE ALBERT,Saskatchewan,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,City of Prince Albert Landfill,,294.91,1199.85,33595.8,0.05,13.25,33903.96
G12044,2019,Wapiti Compressor Station 13-31-066-12W6,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Kelt Exploration,,12658.671,162.526,4550.728,0.344,91.16,17300.559
G12048,2019,Vista Mine,HINTON,Alberta,29955,212115,Subbituminous Coal Mining,Extraction de charbon subbitumineux,Coalspur Mines (Operations) Ltd.,,55529.33,1046.99053,29315.73484,21.15216,5605.3224,90450.38724
G12053,2019,District Energy Centre,CALGARY,Alberta,0,221330,Steam and Air-Conditioning Supply,Production de vapeur et conditionnement de l'air,ENMAX Corporation,,14369.9491,42.2026,1181.6728,2.2452,594.978,16146.5999
G12054,2019,Centrale de Senneterre,SENNETERRE,Quebec,6444,221119,Other Electric Power Generation,Autres activités de production d'électricité,Société en commandite Boralex Énergie,,914,0.051,1.428,0.327,86.655,1002.083
G12055,2019,Morrin Ghost Pine Sweet Gas Plant,,Alberta,1368,211113,Conventional Oil and Gas Extraction,Extraction de pétrole et de gaz par des méthodes classiques,Pine Cliff Energy Ltd.,,29923.20395,132.172093,3700.818604,0.476526,126.27939,33750.30195
G12056,2019,Huxley Sweet Gas Plant,,Alberta,16237,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Pine Cliff Energy Ltd.,,16638.41291,164.045774,4593.281672,0.236431,62.654215,21294.3488
G12057,2019,Foothills Regional Landfill & Resource Recovery Centre,OKOTOKS,Alberta,0,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Foothills Regional Services Commission,,496.61,1862.61,52153.08,1.08,286.2,52935.89
G12059,2019,Gundy Compressor,FORT ST JOHN,British Columbia,28750,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tourmaline Oil Corp,,11441.03017,91.68936,2567.30208,0.33,87.45,14095.78225
G12061,2019,Pinto 14-30-001-04 W2M,WINNIPEG,Manitoba,29934,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Vermilion Energy Inc.,,23161.212,186.728,5228.384,0.253,67.045,28456.641
G12065,2019,4-15-27-20 MULTIWELL,TOWNSHIP 027,Saskatchewan,31528,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Vermilion Energy Inc.,,0,581.768,16289.504,0,0,16289.504
G12066,2019,Harmon Valley Sour Gas Plant 03-18-084-17W5,HARMON VALLEY,Alberta,30747,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Baytex Energy Ltd,,67756.635,72.684,2035.152,0.491,130.115,69921.902
G12080,2019,Mulligan Fourth Creek 15-13-082-09-W6,GRANDE PRAIRIE,Alberta,23386,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Tourmaline Oil Corp,,10770.7146,29.0874,814.4472,2.3836,631.654,12216.8158
G12084,2019,PAPIERS WHITE BIRCHmc - DIVISION PAPIER MASSON LTÉE,GATINEAU,Quebec,1525,322122,Newsprint Mills,Usines de papier journal,Papier Masson Ltée.,,16089.39,0.3544,9.9232,0.359,95.135,16194.4482
G12085,2019,City of Cornwall Landfill Site,CORNWALL,Ontario,10298,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Corporation of the City of Cornwall,,299.8407,1563.611121,43781.11139,0.013085,3.467525,44084.41961
